Date,ABEV3,ALOS3,ASAI3,B3SA3,BBAS3,BBDC4,BBSE3,BEEF3,BPAC11,BRAV3,BRKM5,COGN3,CPFE3,CSAN3,CSNA3,CVCB3,CYRE3,EGIE3,ENGI11,EQTL3,GGBR4,GOAU4,HAPV3,HYPE3,IGTI11,ITSA4,ITUB4,KLBN11,LIGT3,LREN3,LWSA3,MGLU3,MULT3,OIBR3,PETR4,PRIO3,PSSA3,RADL3,RAIL3,RDOR3,RENT3,SANB11,SBSP3,SLCE3,SMTO3,SUZB3,TIMS3,TOTS3,UGPA3,USIM5,VALE3,VBBR3,VIVT3,YDUQ3,IBOV
2017-06-01,12.661825180053713,14.117273330688477,,4.4275803565979,7.827703475952148,9.10046672821045,12.83092975616455,8.183854103088379,2.5600602626800537,,24.750612258911133,11.495475769042969,16.36857032775879,7.604437351226807,4.023782730102539,23.993104934692383,6.529106616973877,10.224004745483398,14.33462142944336,8.689554214477539,4.703799247741699,1.7383053302764893,,21.01803970336914,,3.1192641258239746,12.05788230895996,9.897787094116213,19.242395401000977,15.24811840057373,,8.124212265014648,16.165586471557617,294.0390625,3.2115514278411865,0.7352191209793091,9.554672241210938,12.244643211364746,7.790003776550293,,11.27220058441162,13.455291748046877,4.580053329467773,2.326067447662353,12.834074020385742,17.026588439941406,5.7845563888549805,8.797688484191895,12.79413604736328,3.0556511878967285,13.33185577392578,,9.754393577575684,13.454703330993652,62289.0
2017-06-02,12.675477981567385,13.908503532409668,,4.453849792480469,7.838869094848633,8.973675727844238,13.024358749389648,8.46951961517334,2.5600602626800537,,24.83916664123535,11.295207023620604,16.374794006347656,7.492087364196777,4.059870719909668,24.636137008666992,6.6085076332092285,10.227068901062012,14.676974296569824,8.717692375183105,4.7235612869262695,1.7544007301330566,,20.911888122558597,,3.1370890140533447,12.178017616271973,9.81579303741455,18.013761520385742,15.48456573486328,,7.9234209060668945,16.213661193847656,308.2186279296875,3.269169569015503,0.7310258746147156,9.399406433105469,12.237873077392578,7.714555740356445,,11.32861042022705,13.542030334472656,4.525622844696045,2.305482625961304,12.616419792175291,17.026588439941406,5.850088596343994,8.750309944152832,13.028280258178713,3.102660655975342,13.386841773986816,,9.754393577575684,13.376479148864746,62511.0
2017-06-05,12.907556533813477,13.930098533630373,,4.453849792480469,7.704872131347656,8.967019081115723,13.050151824951172,8.693416595458984,2.5600602626800537,,25.48855400085449,10.934722900390623,16.38102149963379,7.184164524078369,3.981680154800415,24.788856506347656,6.406953811645508,10.150494575500488,14.35998249053955,8.821967124938965,4.664272785186768,1.7302570343017578,,20.88358497619629,,3.1228296756744385,12.164284706115724,10.050060272216797,18.244709014892575,15.513402938842772,,7.775450706481934,16.155467987060547,294.0390625,3.3017361164093018,0.7378149628639221,9.420306205749512,12.280196189880373,7.4316253662109375,,11.126041412353516,13.921512603759766,4.542728900909424,2.3420772552490234,12.623674392700195,17.026588439941406,5.879876613616943,8.563755989074707,13.058382987976074,3.079155683517456,13.24187469482422,,9.590518951416016,12.43777847290039,62450.0
2017-06-06,13.016768455505373,13.930098533630373,,4.429968357086182,7.986825466156006,9.086798667907717,12.895403861999512,9.118049621582031,2.6002907752990723,,25.11958312988281,11.199077606201172,16.38102149963379,7.157118320465088,3.969651699066162,25.158601760864254,6.614614963531494,10.150494575500488,14.163443565368652,8.706107139587402,4.679094314575195,1.7704963684082031,,20.841121673583984,,3.165607690811157,12.359936714172363,9.88021755218506,17.967573165893555,15.59413719177246,,7.775778293609619,16.41351318359375,291.05389404296875,3.3017361164093018,0.7404107451438904,9.274002075195312,12.632315635681152,7.337316036224365,,11.179889678955078,13.964886665344238,4.63759708404541,2.321493148803711,12.652697563171388,17.026588439941406,5.832218170166016,8.608173370361328,13.257405281066896,3.118330955505371,13.286867141723633,,9.494277000427246,12.954062461853027,62955.0
2017-06-07,12.859774589538574,13.894107818603516,,4.480119705200195,8.0203275680542,9.233203887939451,12.779346466064451,9.110328674316406,2.6002907752990723,,25.636144638061523,11.607627868652344,16.38724708557129,7.15919828414917,3.891461372375488,25.713212966918945,6.620721817016602,10.248507499694824,14.27121925354004,8.769001960754395,4.614861965179443,1.7463529109954834,,21.08881378173828,,3.219079732894897,12.562443733215332,9.92707061767578,17.88443374633789,15.801753997802734,,8.185564994812012,16.653841018676758,289.5613098144531,3.224076509475708,0.7388133406639099,9.405378341674805,12.74066162109375,7.57309103012085,,11.426054954528809,14.246779441833496,4.622044086456299,2.336359977722168,12.67445945739746,17.026588439941406,5.778601169586182,8.794727325439453,13.27078342437744,3.102660655975342,13.221880912780762,,9.533295631408691,13.446881294250488,63171.0
2017-06-08,12.64817714691162,13.778919219970703,,4.439520359039307,7.900282859802246,9.093456268310549,12.689075469970703,9.148932456970217,2.514345407485962,,25.5992431640625,11.463434219360352,16.38724708557129,6.922015190124512,3.969651699066162,26.685800552368164,6.529106616973877,10.168869018554688,14.391682624816896,8.639899253845215,4.728503704071045,1.7986623048782349,,20.93311882019043,,3.1941256523132324,12.432012557983398,9.804080963134766,18.52184295654297,15.853656768798828,,8.438852310180664,16.534942626953125,291.05389404296875,3.216561794281006,0.7378149628639221,9.354618072509766,12.4579496383667,7.4693498611450195,,11.25168514251709,13.813087463378906,4.622044086456299,2.298621654510498,12.333476066589355,17.026588439941406,5.671370029449463,8.91317367553711,13.245697021484377,3.141835927963257,13.506814002990724,,9.460456848144531,13.392122268676758,62756.0
2017-06-09,12.361492156982422,13.75012493133545,,4.429968357086182,7.771868705749512,8.907125473022461,12.79223918914795,9.133490562438965,2.514345407485962,,24.94247436523437,11.543540954589844,16.38724708557129,6.718120098114014,4.035811901092529,26.91889762878418,6.687906265258789,10.19950008392334,14.581879615783691,8.586935043334961,4.777912616729736,1.8026870489120483,,20.39528465270996,,3.1406538486480717,12.236364364624023,9.65180778503418,18.3186092376709,15.905558586120604,,8.267916679382324,16.72214698791504,295.5316467285156,3.219067335128784,0.7384139895439148,8.990345001220703,12.57814121246338,7.4316253662109375,,11.318357467651367,13.341450691223145,4.6966938972473145,2.321493148803711,12.29720401763916,17.026588439941406,5.540308952331543,8.972399711608887,13.095175743103027,3.0948257446289062,13.646780967712402,,9.262768745422363,13.298251152038574,62211.0
2017-06-12,12.341014862060549,14.11007595062256,,4.401311874389648,7.587625026702881,8.764058113098145,12.4182710647583,9.025403022766112,2.514345407485962,,24.6694393157959,11.527520179748535,16.38724708557129,6.595367431640625,3.915519952774048,26.40447425842285,6.547430038452148,10.168869018554688,14.442399978637695,8.510799407958984,4.703799247741699,1.7704963684082031,,20.324512481689453,,3.1406538486480717,12.236364364624023,9.786511421203612,18.180044174194336,15.49033260345459,,8.146851539611816,16.43121910095215,288.0687255859375,3.2315926551818848,0.7487972974777222,8.990345001220703,12.349603652954102,7.299591541290283,,11.164505004882812,13.292654991149902,4.674921035766602,2.292903184890747,12.34798526763916,17.026588439941406,5.665412425994873,8.76215648651123,12.974761009216309,3.0869908332824707,13.41683578491211,,9.234155654907228,13.337366104125977,61700.0
2017-06-13,12.552614212036133,13.930098533630373,,4.429968357086182,7.671212196350098,8.694186210632324,12.319409370422363,9.094886779785156,2.459486961364746,,24.440673828125,11.391335487365724,16.38724708557129,6.512144088745117,3.873417615890503,27.168073654174805,6.480246543884277,10.20256233215332,14.417037010192873,8.648175239562988,4.684035301208496,1.7745195627212524,,20.310359954833984,,3.1620423793792725,12.38738250732422,10.014923095703123,18.041475296020508,15.496095657348633,,8.388325691223145,16.62601661682129,292.5464782714844,3.2416131496429443,0.7547876834869385,8.847024917602539,12.385149955749512,7.450488090515137,,11.120914459228516,13.260133743286133,4.758901119232178,2.287184953689575,12.239161491394045,17.026588439941406,5.653496742248535,8.759195327758789,13.051692008972168,3.0869908332824707,13.181893348693848,,9.364218711853027,13.220027923583984,61829.0
2017-06-14,12.409273147583008,13.879704475402832,,4.484895706176758,7.668416023254394,9.030231475830078,12.401078224182127,9.125770568847656,2.4704582691192627,,23.87245750427246,11.47945499420166,16.39347267150879,6.595367431640625,3.891461372375488,27.328828811645508,6.413061618804932,10.168869018554688,14.518478393554688,8.757416725158691,4.560511589050293,1.7503763437271118,,20.39528465270996,,3.1941256523132324,12.497228622436523,9.950498580932615,18.10614013671875,15.686410903930664,,8.431964874267578,16.70697021484375,294.0390625,3.161449193954468,0.7487972974777222,9.002288818359375,12.078740119934082,7.648539066314697,,11.02091121673584,13.50950527191162,4.779119491577148,2.351226806640625,12.108572006225586,17.026588439941406,5.599881172180176,8.791768074035645,12.845985412597656,3.102660655975342,13.04692554473877,,9.47086238861084,13.321721076965332,61923.0
