Data,Ticker,Retorno
2017-06-02,ABEV3,0.0010776839782789345
2017-06-05,ABEV3,0.018143658338241886
2017-06-06,ABEV3,0.008425489790414735
2017-06-07,ABEV3,-0.012134216845990321
2017-06-08,ABEV3,-0.016591084894303304
2017-06-09,ABEV3,-0.022926936314031653
2017-06-12,ABEV3,-0.001657912664211644
2017-06-13,ABEV3,0.01700069087982945
2017-06-14,ABEV3,-0.011484920028861045
2017-06-15,ABEV3,0.0
2017-06-16,ABEV3,-0.022247852266466025
2017-06-19,ABEV3,0.005049242263374903
2017-06-20,ABEV3,0.011129615990930774
2017-06-21,ABEV3,0.0033149886115569015
2017-06-22,ABEV3,0.0038536869863075333
2017-06-23,ABEV3,0.002195129116938915
2017-06-26,ABEV3,0.010454157513366048
2017-06-27,ABEV3,0.0010942143990325653
2017-06-28,ABEV3,0.0005463936641028142
2017-06-29,ABEV3,-0.002735869308142859
2017-06-30,ABEV3,0.003282191499517626
2017-07-03,ABEV3,-0.0016397112722946262
2017-07-04,ABEV3,-0.0021906749179220627
2017-07-05,ABEV3,-0.0010969877167068668
2017-07-06,ABEV3,-0.02444570441103852
2017-07-07,ABEV3,0.013408129465240372
2017-07-10,ABEV3,0.01596494885272172
2017-07-11,ABEV3,0.011403906430482096
2017-07-12,ABEV3,0.006994991731077641
2017-07-13,ABEV3,0.0016072068876628132
2017-07-14,ABEV3,0.0037404051815388886
2017-07-17,ABEV3,0.004788426286371593
2017-07-18,ABEV3,-0.004788426286371518
2017-07-19,ABEV3,0.003726245908874595
2017-07-20,ABEV3,-0.002127603952515857
2017-07-21,ABEV3,0.0015961640049763153
2017-07-24,ABEV3,0.0005314399475395698
2017-07-25,ABEV3,0.0031830890779609693
2017-07-26,ABEV3,-0.00265185786082485
2017-07-27,ABEV3,0.014760606861794798
2017-07-28,ABEV3,-0.0005235904885302823
2017-07-31,ABEV3,0.0026144920816357177
2017-08-01,ABEV3,0.0046887129219069
2017-08-02,ABEV3,0.008281615340410473
2017-08-03,ABEV3,-0.007242825676060481
2017-08-04,ABEV3,0.0
2017-08-07,ABEV3,0.004662140529872007
2017-08-08,ABEV3,0.0020649235043144693
2017-08-09,ABEV3,0.0015460596996092894
2017-08-10,ABEV3,-0.0010302980577353371
2017-08-11,ABEV3,0.006166493119207922
2017-08-14,ABEV3,0.009686459368567596
2017-08-15,ABEV3,0.0035452861997384154
2017-08-16,ABEV3,0.0015154592694310235
2017-08-17,ABEV3,-0.0010100742837691886
2017-08-18,ABEV3,-0.0015170620179029686
2017-08-21,ABEV3,-0.001012631401746211
2017-08-22,ABEV3,0.0005064088176783737
2017-08-23,ABEV3,0.0045467344247203815
2017-08-24,ABEV3,-0.002018250177167223
2017-08-25,ABEV3,0.0025221071360001157
2017-08-28,ABEV3,0.0
2017-08-29,ABEV3,0.0025156925176668217
2017-08-30,ABEV3,-0.0010053644300363556
2017-08-31,ABEV3,-0.0010067248727869916
2017-09-01,ABEV3,-0.005047972014328889
2017-09-04,ABEV3,-0.001519507378407718
2017-09-05,ABEV3,0.004551333422802966
2017-09-06,ABEV3,0.015519749036676222
2017-09-07,ABEV3,0.0
2017-09-08,ABEV3,-0.00149141934978827
2017-09-11,ABEV3,0.007928747147086655
2017-09-12,ABEV3,0.036350020168363015
2017-09-13,ABEV3,0.008058578611294321
2017-09-14,ABEV3,0.00047224838893669766
2017-09-15,ABEV3,0.012661126641363343
2017-09-18,ABEV3,-0.012189362469217901
2017-09-19,ABEV3,0.009389621297980757
2017-09-20,ABEV3,0.0037315069307655912
2017-09-21,ABEV3,-0.005602235626824336
2017-09-22,ABEV3,0.007462651785502466
2017-09-25,ABEV3,-0.0009298398502306484
2017-09-26,ABEV3,-0.014995717098276186
2017-09-27,ABEV3,-0.003784133898086757
2017-09-28,ABEV3,-0.0018975490475069026
2017-09-29,ABEV3,-0.0009500277597608931
